# config  n_knots  n_nodes  x  order  rel_diff
1sg  180  181  1.258925e-01  NLO  7.852316e-06
1sg  180  181  1.659587e-01  NLO  9.030872e-06
1sg  180  181  2.187762e-01  NLO  8.714626e-06
1sg  180  181  2.884032e-01  NLO  1.119956e-06
1sg  180  181  3.801894e-01  NLO  2.377927e-05
1sg  180  181  5.011872e-01  NLO  6.426221e-05
1sg  180  181  6.606934e-01  NLO  2.548551e-05
1sg  180  181  2.187762e-04  NNLO  1.623202e-06
1sg  180  181  2.884032e-04  NNLO  1.794663e-06
1sg  180  181  3.801894e-04  NNLO  1.533705e-06
1sg  180  181  5.011872e-04  NNLO  2.199319e-06
1sg  180  181  6.606934e-04  NNLO  2.651802e-06
1sg  180  181  8.709636e-04  NNLO  1.979513e-06
1sg  180  181  1.148154e-03  NNLO  2.817097e-06
1sg  180  181  1.513561e-03  NNLO  3.670102e-06
1sg  180  181  1.995262e-03  NNLO  1.182839e-06
1sg  180  181  2.630268e-03  NNLO  2.558794e-07
1sg  180  181  3.467369e-03  NNLO  2.202710e-07
1sg  180  181  4.570882e-03  NNLO  4.218319e-06
1sg  180  181  6.025596e-03  NNLO  5.982454e-06
1sg  180  181  7.943282e-03  NNLO  4.985971e-06
1sg  180  181  1.047129e-02  NNLO  6.153419e-06
1sg  180  181  1.380384e-02  NNLO  6.406483e-06
1sg  180  181  1.819701e-02  NNLO  4.908365e-06
1sg  180  181  2.398833e-02  NNLO  4.193529e-06
1sg  180  181  3.162278e-02  NNLO  2.969849e-06
1sg  180  181  4.168694e-02  NNLO  1.953061e-07
1sg  180  181  5.495409e-02  NNLO  2.951622e-06
1sg  180  181  7.244360e-02  NNLO  7.075617e-06
1sg  180  181  9.549926e-02  NNLO  1.264599e-05
1sg  180  181  1.258925e-01  NNLO  1.831843e-05
1sg  180  181  1.659587e-01  NNLO  2.219716e-05
1sg  180  181  2.187762e-01  NNLO  2.093367e-05
1sg  180  181  2.884032e-01  NNLO  3.205882e-06
1sg  180  181  3.801894e-01  NNLO  5.298294e-05
1sg  180  181  5.011872e-01  NNLO  1.641627e-04
1sg  180  181  6.606934e-01  NNLO  3.536463e-05
2sg  180  216  2.187762e-04  LO  3.479230e-07
2sg  180  216  2.884032e-04  LO  3.400689e-07
2sg  180  216  3.801894e-04  LO  9.854463e-08
2sg  180  216  5.011872e-04  LO  3.174163e-07
2sg  180  216  6.606934e-04  LO  3.609807e-07
2sg  180  216  8.709636e-04  LO  1.328876e-07
2sg  180  216  1.148154e-03  LO  2.779667e-07
2sg  180  216  1.513561e-03  LO  3.794143e-07
2sg  180  216  1.995262e-03  LO  1.682444e-07
2sg  180  216  2.630268e-03  LO  2.291629e-07
2sg  180  216  3.467369e-03  LO  3.969943e-07
2sg  180  216  4.570882e-03  LO  2.061937e-07
2sg  180  216  6.025596e-03  LO  1.702958e-07
2sg  180  216  7.943282e-03  LO  4.185709e-07
2sg  180  216  1.047129e-02  LO  2.518571e-07
2sg  180  216  1.380384e-02  LO  9.850702e-08
2sg  180  216  1.819701e-02  LO  4.580397e-07
2sg  180  216  2.398833e-02  LO  3.216822e-07
2sg  180  216  3.162278e-02  LO  1.497996e-14
2sg  180  216  4.168694e-02  LO  5.589536e-07
2sg  180  216  5.495409e-02  LO  4.747653e-07
2sg  180  216  7.244360e-02  LO  6.093046e-08
2sg  180  216  9.549926e-02  LO  8.792407e-07
2sg  180  216  1.258925e-01  LO  5.955268e-08
2sg  180  216  1.659587e-01  LO  3.323310e-08
2sg  180  216  2.187762e-01  LO  1.326253e-07
2sg  180  216  2.884032e-01  LO  1.095483e-07
2sg  180  216  3.801894e-01  LO  1.085307e-07
2sg  180  216  5.011872e-01  LO  2.985694e-07
2sg  180  216  6.606934e-01  LO  1.818410e-06
2sg  180  216  2.187762e-04  NLO  2.905448e-07
2sg  180  216  2.884032e-04  NLO  3.227778e-07
2sg  180  216  3.801894e-04  NLO  1.086951e-07
2sg  180  216  5.011872e-04  NLO  3.869581e-07
2sg  180  216  6.606934e-04  NLO  4.991259e-07
2sg  180  216  8.709636e-04  NLO  3.189949e-07
2sg  180  216  1.148154e-03  NLO  5.609247e-07
2sg  180  216  1.513561e-03  NLO  7.830190e-07
2sg  180  216  1.995262e-03  NLO  6.710786e-07
2sg  180  216  2.630268e-03  NLO  8.803864e-07
2sg  180  216  3.467369e-03  NLO  1.238711e-06
2sg  180  216  4.570882e-03  NLO  1.228800e-06
2sg  180  216  6.025596e-03  NLO  1.399745e-06
2sg  180  216  7.943282e-03  NLO  1.856818e-06
2sg  180  216  1.047129e-02  NLO  1.899421e-06
2sg  180  216  1.380384e-02  NLO  1.914231e-06
2sg  180  216  1.819701e-02  NLO  2.181736e-06
2sg  180  216  2.398833e-02  NLO  1.907162e-06
2sg  180  216  3.162278e-02  NLO  1.286405e-06
2sg  180  216  4.168694e-02  NLO  5.592866e-07
2sg  180  216  5.495409e-02  NLO  8.949210e-07
2sg  180  216  7.244360e-02  NLO  2.862293e-06
2sg  180  216  9.549926e-02  NLO  5.354719e-06
2sg  180  216  1.258925e-01  NLO  5.682785e-07
2sg  180  216  1.659587e-01  NLO  6.858039e-07
2sg  180  216  2.187762e-01  NLO  6.916581e-07
2sg  180  216  2.884032e-01  NLO  1.557907e-07
2sg  180  216  3.801894e-01  NLO  1.398235e-06
2sg  180  216  5.011872e-01  NLO  4.611624e-06
2sg  180  216  6.606934e-01  NLO  4.139956e-06
2sg  180  216  2.187762e-04  NNLO  1.623202e-06
2sg  180  216  2.884032e-04  NNLO  1.794663e-06
2sg  180  216  3.801894e-04  NNLO  1.533705e-06
2sg  180  216  5.011872e-04  NNLO  2.199319e-06
2sg  180  216  6.606934e-04  NNLO  2.651802e-06
2sg  180  216  8.709636e-04  NNLO  1.979513e-06
2sg  180  216  1.148154e-03  NNLO  2.817097e-06
2sg  180  216  1.513561e-03  NNLO  3.670102e-06
2sg  180  216  1.995262e-03  NNLO  1.182839e-06
2sg  180  216  2.630268e-03  NNLO  2.558794e-07
2sg  180  216  3.467369e-03  NNLO  2.202710e-07
2sg  180  216  4.570882e-03  NNLO  4.218319e-06
2sg  180  216  6.025596e-03  NNLO  5.982454e-06
2sg  180  216  7.943282e-03  NNLO  4.985971e-06
2sg  180  216  1.047129e-02  NNLO  6.153419e-06
2sg  180  216  1.380384e-02  NNLO  6.406483e-06
2sg  180  216  1.819701e-02  NNLO  4.908365e-06
2sg  180  216  2.398833e-02  NNLO  4.193529e-06
2sg  180  216  3.162278e-02  NNLO  2.969849e-06
2sg  180  216  4.168694e-02  NNLO  1.953061e-07
2sg  180  216  5.495409e-02  NNLO  2.951622e-06
2sg  180  216  7.244360e-02  NNLO  7.075617e-06
2sg  180  216  9.549926e-02  NNLO  1.264599e-05
2sg  180  216  1.258925e-01  NNLO  2.720265e-06
2sg  180  216  1.659587e-01  NNLO  3.124553e-06
2sg  180  216  2.187762e-01  NNLO  3.122920e-06
2sg  180  216  2.884032e-01  NNLO  1.818668e-06
2sg  180  216  3.801894e-01  NNLO  2.447893e-06
2sg  180  216  5.011872e-01  NNLO  1.228406e-05
2sg  180  216  6.606934e-01  NNLO  1.362322e-05
1sg  200  201  2.187762e-04  LO  2.077366e-07
1sg  200  201  2.884032e-04  LO  2.573770e-07
1sg  200  201  3.801894e-04  LO  2.080709e-07
1sg  200  201  5.011872e-04  LO  4.272982e-14
1sg  200  201  6.606934e-04  LO  1.091980e-07
1sg  200  201  8.709636e-04  LO  2.088561e-07
1sg  200  201  1.148154e-03  LO  2.592200e-07
1sg  200  201  1.513561e-03  LO  2.100518e-07
1sg  200  201  1.995262e-03  LO  5.672019e-14
1sg  200  201  2.630268e-03  LO  1.109862e-07
1sg  200  201  3.467369e-03  LO  2.134178e-07
1sg  200  201  4.570882e-03  LO  2.667857e-07
1sg  200  201  6.025596e-03  LO  2.182641e-07
1sg  200  201  7.943282e-03  LO  8.808529e-14
1sg  200  201  1.047129e-02  LO  1.186011e-07
1sg  200  201  1.380384e-02  LO  2.332515e-07
1sg  200  201  1.819701e-02  LO  3.005667e-07
1sg  200  201  2.398833e-02  LO  2.561875e-07
1sg  200  201  3.162278e-02  LO  1.097511e-13
1sg  200  201  4.168694e-02  LO  1.569602e-07
1sg  200  201  5.495409e-02  LO  3.394524e-07
1sg  200  201  7.244360e-02  LO  4.948737e-07
1sg  200  201  9.549926e-02  LO  4.926555e-07
1sg  200  201  1.258925e-01  LO  9.838109e-14
1sg  200  201  1.659587e-01  LO  4.411418e-07
1sg  200  201  2.187762e-01  LO  1.180454e-06
1sg  200  201  2.884032e-01  LO  1.996892e-06
1sg  200  201  3.801894e-01  LO  1.569834e-06
1sg  200  201  5.011872e-01  LO  1.602411e-13
1sg  200  201  6.606934e-01  LO  3.536323e-05
1sg  200  201  2.187762e-04  NLO  1.759633e-07
1sg  200  201  2.884032e-04  NLO  2.503935e-07
1sg  200  201  3.801894e-04  NLO  2.255739e-07
1sg  200  201  5.011872e-04  NLO  3.485203e-08
1sg  200  201  6.606934e-04  NLO  1.935278e-07
1sg  200  201  8.709636e-04  NLO  3.515921e-07
1sg  200  201  1.148154e-03  NLO  4.646983e-07
1sg  200  201  1.513561e-03  NLO  4.772056e-07
1sg  200  201  1.995262e-03  NLO  3.247902e-07
1sg  200  201  2.630268e-03  NLO  5.510463e-07
1sg  200  201  3.467369e-03  NLO  7.792080e-07
1sg  200  201  4.570882e-03  NLO  9.625718e-07
1sg  200  201  6.025596e-03  NLO  1.048505e-06
1sg  200  201  7.943282e-03  NLO  9.855742e-07
1sg  200  201  1.047129e-02  NLO  1.236231e-06
1sg  200  201  1.380384e-02  NLO  1.421780e-06
1sg  200  201  1.819701e-02  NLO  1.470771e-06
1sg  200  201  2.398833e-02  NLO  1.310982e-06
1sg  200  201  3.162278e-02  NLO  8.825593e-07
1sg  200  201  4.168694e-02  NLO  3.515174e-07
1sg  200  201  5.495409e-02  NLO  5.626088e-07
1sg  200  201  7.244360e-02  NLO  1.893116e-06
1sg  200  201  9.549926e-02  NLO  3.533254e-06
1sg  200  201  1.258925e-01  NLO  5.027709e-06
1sg  200  201  1.659587e-01  NLO  6.213819e-06
1sg  200  201  2.187762e-01  NLO  5.825544e-06
1sg  200  201  2.884032e-01  NLO  1.273583e-06
1sg  200  201  3.801894e-01  NLO  1.342288e-05
1sg  200  201  5.011872e-01  NLO  4.708857e-05
1sg  200  201  6.606934e-01  NLO  7.013431e-06
1sg  200  201  2.187762e-04  NNLO  1.047359e-06
1sg  200  201  2.884032e-04  NNLO  1.230773e-06
1sg  200  201  3.801894e-04  NNLO  1.286520e-06
1sg  200  201  5.011872e-04  NNLO  9.140410e-07
1sg  200  201  6.606934e-04  NNLO  1.312062e-06
1sg  200  201  8.709636e-04  NNLO  1.864820e-06
1sg  200  201  1.148154e-03  NNLO  2.351927e-06
1sg  200  201  1.513561e-03  NNLO  2.091727e-06
1sg  200  201  1.995262e-03  NNLO  3.759045e-07
1sg  200  201  2.630268e-03  NNLO  2.035479e-07
1sg  200  201  3.467369e-03  NNLO  3.367601e-07
1sg  200  201  4.570882e-03  NNLO  1.264164e-06
1sg  200  201  6.025596e-03  NNLO  2.914764e-06
1sg  200  201  7.943282e-03  NNLO  4.833657e-06
1sg  200  201  1.047129e-02  NNLO  4.106180e-06
1sg  200  201  1.380384e-02  NNLO  3.527888e-06
1sg  200  201  1.819701e-02  NNLO  3.035226e-06
1sg  200  201  2.398833e-02  NNLO  2.478559e-06
1sg  200  201  3.162278e-02  NNLO  1.679226e-06
1sg  200  201  4.168694e-02  NNLO  7.381839e-08
1sg  200  201  5.495409e-02  NNLO  2.390529e-06
1sg  200  201  7.244360e-02  NNLO  5.383451e-06
1sg  200  201  9.549926e-02  NNLO  9.004828e-06
1sg  200  201  1.258925e-01  NNLO  1.275498e-05
1sg  200  201  1.659587e-01  NNLO  1.580683e-05
1sg  200  201  2.187762e-01  NNLO  1.496407e-05
1sg  200  201  2.884032e-01  NNLO  3.454522e-06
1sg  200  201  3.801894e-01  NNLO  3.321735e-05
1sg  200  201  5.011872e-01  NNLO  1.154103e-04
1sg  200  201  6.606934e-01  NNLO  4.004959e-05
2sg  200  241  2.187762e-04  LO  2.077366e-07
2sg  200  241  2.884032e-04  LO  2.573770e-07
2sg  200  241  3.801894e-04  LO  2.080709e-07
2sg  200  241  5.011872e-04  LO  4.272982e-14
2sg  200  241  6.606934e-04  LO  1.091980e-07
2sg  200  241  8.709636e-04  LO  2.088561e-07
2sg  200  241  1.148154e-03  LO  2.592200e-07
2sg  200  241  1.513561e-03  LO  2.100518e-07
2sg  200  241  1.995262e-03  LO  5.672019e-14
2sg  200  241  2.630268e-03  LO  1.109862e-07
2sg  200  241  3.467369e-03  LO  2.134178e-07
2sg  200  241  4.570882e-03  LO  2.667857e-07
2sg  200  241  6.025596e-03  LO  2.182641e-07
2sg  200  241  7.943282e-03  LO  8.808529e-14
2sg  200  241  1.047129e-02  LO  1.186011e-07
2sg  200  241  1.380384e-02  LO  2.332515e-07
2sg  200  241  1.819701e-02  LO  3.005667e-07
2sg  200  241  2.398833e-02  LO  2.561875e-07
2sg  200  241  3.162278e-02  LO  1.097511e-13
2sg  200  241  4.168694e-02  LO  1.569602e-07
2sg  200  241  5.495409e-02  LO  3.394524e-07
2sg  200  241  7.244360e-02  LO  4.948737e-07
2sg  200  241  9.549926e-02  LO  4.926555e-07
2sg  200  241  1.258925e-01  LO  9.838109e-14
2sg  200  241  1.659587e-01  LO  5.233087e-08
2sg  200  241  2.187762e-01  LO  7.351355e-08
2sg  200  241  2.884032e-01  LO  5.330471e-08
2sg  200  241  3.801894e-01  LO  1.377768e-07
2sg  200  241  5.011872e-01  LO  1.555615e-13
2sg  200  241  6.606934e-01  LO  3.965367e-06
2sg  200  241  2.187762e-04  NLO  1.759633e-07
2sg  200  241  2.884032e-04  NLO  2.503935e-07
2sg  200  241  3.801894e-04  NLO  2.255739e-07
2sg  200  241  5.011872e-04  NLO  3.485203e-08
2sg  200  241  6.606934e-04  NLO  1.935278e-07
2sg  200  241  8.709636e-04  NLO  3.515921e-07
2sg  200  241  1.148154e-03  NLO  4.646983e-07
2sg  200  241  1.513561e-03  NLO  4.772056e-07
2sg  200  241  1.995262e-03  NLO  3.247902e-07
2sg  200  241  2.630268e-03  NLO  5.510463e-07
2sg  200  241  3.467369e-03  NLO  7.792080e-07
2sg  200  241  4.570882e-03  NLO  9.625718e-07
2sg  200  241  6.025596e-03  NLO  1.048505e-06
2sg  200  241  7.943282e-03  NLO  9.855742e-07
2sg  200  241  1.047129e-02  NLO  1.236231e-06
2sg  200  241  1.380384e-02  NLO  1.421780e-06
2sg  200  241  1.819701e-02  NLO  1.470771e-06
2sg  200  241  2.398833e-02  NLO  1.310982e-06
2sg  200  241  3.162278e-02  NLO  8.825593e-07
2sg  200  241  4.168694e-02  NLO  3.515174e-07
2sg  200  241  5.495409e-02  NLO  5.626088e-07
2sg  200  241  7.244360e-02  NLO  1.893116e-06
2sg  200  241  9.549926e-02  NLO  3.533254e-06
2sg  200  241  1.258925e-01  NLO  3.676796e-07
2sg  200  241  1.659587e-01  NLO  4.761942e-07
2sg  200  241  2.187762e-01  NLO  4.580322e-07
2sg  200  241  2.884032e-01  NLO  9.348184e-08
2sg  200  241  3.801894e-01  NLO  8.100053e-07
2sg  200  241  5.011872e-01  NLO  3.440632e-06
2sg  200  241  6.606934e-01  NLO  3.848945e-06
2sg  200  241  2.187762e-04  NNLO  1.047359e-06
2sg  200  241  2.884032e-04  NNLO  1.230773e-06
2sg  200  241  3.801894e-04  NNLO  1.286520e-06
2sg  200  241  5.011872e-04  NNLO  9.140410e-07
2sg  200  241  6.606934e-04  NNLO  1.312062e-06
2sg  200  241  8.709636e-04  NNLO  1.864820e-06
2sg  200  241  1.148154e-03  NNLO  2.351927e-06
2sg  200  241  1.513561e-03  NNLO  2.091727e-06
2sg  200  241  1.995262e-03  NNLO  3.759045e-07
2sg  200  241  2.630268e-03  NNLO  2.035479e-07
2sg  200  241  3.467369e-03  NNLO  3.367601e-07
2sg  200  241  4.570882e-03  NNLO  1.264164e-06
2sg  200  241  6.025596e-03  NNLO  2.914764e-06
2sg  200  241  7.943282e-03  NNLO  4.833657e-06
2sg  200  241  1.047129e-02  NNLO  4.106180e-06
2sg  200  241  1.380384e-02  NNLO  3.527888e-06
2sg  200  241  1.819701e-02  NNLO  3.035226e-06
2sg  200  241  2.398833e-02  NNLO  2.478559e-06
2sg  200  241  3.162278e-02  NNLO  1.679226e-06
2sg  200  241  4.168694e-02  NNLO  7.381839e-08
2sg  200  241  5.495409e-02  NNLO  2.390529e-06
2sg  200  241  7.244360e-02  NNLO  5.383451e-06
2sg  200  241  9.549926e-02  NNLO  9.004828e-06
2sg  200  241  1.258925e-01  NNLO  2.224110e-06
2sg  200  241  1.659587e-01  NNLO  2.535414e-06
2sg  200  241  2.187762e-01  NNLO  2.525780e-06
2sg  200  241  2.884032e-01  NNLO  1.634554e-06
2sg  200  241  3.801894e-01  NNLO  1.194598e-06
2sg  200  241  5.011872e-01  NNLO  8.351680e-06
2sg  200  241  6.606934e-01  NNLO  9.920433e-06
